,attendance,away_team_errors,away_team_hits,home_team_errors,home_team_hits,temperature,wind_speed,total_runs,game_hours_dec,home_team_win,home_team_loss,Capacity,Home_Team_WP,Away_Team_WP,Distance_to_CF,Packed_Ratio,WinPerc_Diff,field_type_n,game_type_n,sky_Cloudy,sky_Drizzle,sky_In Dome,sky_Night,sky_Overcast,sky_Rain,sky_Sunny,sky_Unknown,DofWeek_Friday,DofWeek_Monday,DofWeek_Saturday,DofWeek_Sunday,DofWeek_Thursday,DofWeek_Tuesday,DofWeek_Wednesday
1443,30683.0,0,7,1,9,80.0,0.0,11,2.9166666666666665,1,0,48686,0.45,0.6203,407.0,0.6302222404798093,-0.17029999999999995,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1444,27631.0,0,11,0,10,78.0,8.0,5,4.5,1,0,41339,0.5897,0.3718,402.0,0.6684002999588766,0.21789999999999998,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1445,45825.0,0,15,2,11,68.0,0.0,3,6.216666666666668,0,1,49282,0.5316,0.6053,400.0,0.92985268455014,-0.07369999999999999,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1446,13537.0,0,14,2,4,72.0,0.0,12,3.1,0,1,31042,0.4211,0.5065,404.0,0.43608659235873976,-0.08539999999999998,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1447,42987.0,2,4,2,11,80.0,7.0,8,2.783333333333333,1,0,45529,0.5263,0.4474,400.0,0.9441674537108217,0.07889999999999997,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1448,33006.0,0,5,1,10,70.0,2.0,7,2.583333333333333,1,0,47715,0.5065,0.6053,401.0,0.6917321596982081,-0.0988,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1449,41321.0,1,7,1,8,63.0,8.0,13,3.2,1,0,40209,0.4231,0.4868,396.0,1.0,-0.06370000000000003,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1450,30263.0,2,8,0,12,79.0,8.0,7,3.1,1,0,43651,0.4304,0.5263,401.0,0.6932945407894435,-0.09589999999999999,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1451,15710.0,1,8,0,4,61.0,10.0,10,2.75,0,1,47170,0.4416,0.4744,400.0,0.33305066779732884,-0.032799999999999996,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1452,34294.0,0,6,0,12,72.0,6.0,12,2.9333333333333336,1,0,41922,0.5263,0.6579,408.0,0.8180430322980774,-0.13160000000000005,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1453,25530.0,0,8,0,7,73.0,3.0,5,3.066666666666667,0,1,38885,0.3289,0.6538,404.0,0.6565513694226566,-0.3249,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1454,43644.0,0,3,0,9,73.0,9.0,5,2.8833333333333333,1,0,56000,0.5443,0.4805,395.0,0.7793571428571429,0.06380000000000002,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1455,31965.0,1,5,0,6,73.0,0.0,5,2.966666666666667,1,0,41168,0.5256,0.4935,409.0,0.7764525845316751,0.03209999999999996,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1456,37117.0,0,12,0,16,75.0,12.0,9,3.6,1,0,37755,0.5454,0.4103,420.0,0.9831015759502053,0.1351,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1457,32036.0,1,17,0,11,91.0,9.0,12,4.083333333333333,0,1,41084,0.3377,0.5325,400.0,0.7797682796222374,-0.19479999999999997,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1458,24859.0,1,10,0,9,79.0,0.0,10,2.8666666666666667,0,1,48686,0.45,0.6203,407.0,0.5105985293513535,-0.17029999999999995,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1459,29386.0,0,9,0,11,81.0,8.0,17,3.1166666666666667,1,0,41339,0.5897,0.3718,402.0,0.7108541570913665,0.21789999999999998,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1460,41365.0,0,10,0,3,77.0,11.0,5,2.55,0,1,49282,0.5316,0.6053,400.0,0.8393531106692098,-0.07369999999999999,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1461,10729.0,1,11,0,14,72.0,0.0,17,3.4166666666666665,0,1,31042,0.4211,0.5065,404.0,0.3456285033180852,-0.08539999999999998,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1462,44802.0,0,7,3,3,79.0,8.0,6,2.833333333333333,0,1,45529,0.5263,0.5263,400.0,0.9840321553295701,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
